SENTENCE;LAW
koşullar altında bir kimsenin malvarlığını yönetme yetkisi , gelirlerinde dilediği gibi tasarruf hakkı saklı kalmak üzere kaldırılabilir .;TÜRK MEDENİ KANUNU
kayyımı , kendisine kayyım atanacak kimsenin yerleşim yeri vesayet makamı tarafından atanır .;TÜRK MEDENİ KANUNU
kayyımı , malvarlığının büyük bölümünün yönetildiği veya temsil edilen kimsenin payına düşen malların bulunduğu yer vesayet makamı tarafından atanır .;TÜRK MEDENİ KANUNU
atanması usulüne ilişkin kurallar , kayyım ve yasal danışmanın atanmasında da uygulanır .;TÜRK MEDENİ KANUNU
veya yasal danışman atanmasına ilişkin karar , ancak vesayet makamının gerekli görmesi halinde ilan olunur .;TÜRK MEDENİ KANUNU
hastalığı , akıl zayıflığı , alkol veya uyuşturucu Madde bağımlılığı , ağır tehlike arzeden bulaşıcı hastalık veya serserilik sebeplerinden biriyle toplum için tehlike oluşturan her ergin kişi , kişisel korunmasının başka şekilde sağlanamaması halinde , tedavisi , eğitimi veya ıslahı için elverişli bir kuruma yerleştirilir veya alıkonulabilir .;TÜRK MEDENİ KANUNU
yaparlarken bu sebeplerden birinin varlığını öğrenen kamu görevlileri , bu durumu hemen yetkili vesayet makamına bildirmek zorundadırlar .;TÜRK MEDENİ KANUNU
konuda kişinin çevresine getirdiği külfet de göz önünde tutulur .;TÜRK MEDENİ KANUNU
kişi durumu elverir elvermez kurumdan çıkarılır .;TÜRK MEDENİ KANUNU
veya alıkoymaya karar verme yetkisi , ilgilinin yerleşim yeri veya gecikmesinde sakınca bulunan hallerde bulunduğu yer vesayet makamına aittir .;TÜRK MEDENİ KANUNU
veya alıkoymaya karar veren vesayet makamı , kurumdan çıkarmaya da yetkilidir .;TÜRK MEDENİ KANUNU
bir kişi bir kuruma yerleştirildiği veya alıkonulduğu ya da ergin bir kişi hakkında vesayete ilişkin diğer önlemlerin alınmasına gerek görüldüğü takdirde , kişinin bulunduğu yer vesayet makamı veya özel kanunlarda öngörülen ilgililer , durumu yerleşim yeri vesayet makamına bildirmekle yükümlüdürler .;TÜRK MEDENİ KANUNU
yerleştirilen kişi veya yakınları , verilen karara karşı kendilerine bildirilmesinden başlayarak on gün içinde denetim makamına itiraz edebilirler .;TÜRK MEDENİ KANUNU
hak , kurumdan çıkarılma isteminin reddi halinde de kullanılabilir .;TÜRK MEDENİ KANUNU
amacıyla özgürlüğün kısıtlanması , aşağıdaki kurallar saklı kalmak üzere , Hukuk Usulü Muhakemeleri Kanununa tabidir : Karar verilirken ilgilinin bunun sebepleri hakkında bilgilendirilmesi ve karara karşı denetim makamına itiraz edebileceğine yazılı olarak dikkatinin çekilmesi zorunludur .;TÜRK MEDENİ KANUNU
kuruma yerleştirilen kişiye , alıkonulma kararına veya kurumdan çıkarılma isteminin reddine karşı en geç on gün içinde denetim makamına itiraz edebileceği derhal yazılı olarak bildirilir .;TÜRK MEDENİ KANUNU
kararını gerektiren her istem , gecikmeksizin yetkili hakime ulaştırılır .;TÜRK MEDENİ KANUNU
kararı veren vesayet makamı veya hakim durumun özelliklerine göre bu istemin görüşülmesini erteleyebilir .;TÜRK MEDENİ KANUNU
hastalığı , akıl zayıflığı , alkol veya uyuşturucu Madde bağımlılığı , ağır tehlike arzeden bulaşıcı hastalığı olanlar hakkında , ancak resmi sağlık kurulu raporu alındıktan sonra karar verilebilir .;TÜRK MEDENİ KANUNU
"Resmi sağlık kurulu raporunun alınabilmesini temin amacıyla ; kişinin vücudundan kan veya benzeri biyolojik örneklerle kıl , tükürük , tırnak gibi örnekler alınabilir , kişiye gerekli tıbbi müdahaleler yapılabilir ve gerektiğinde kişi , hekim ön raporu üzerine en fazla yirmi gün süreyle sağlık kuruluşuna yerleştirilebilir .";TÜRK MEDENİ KANUNU
madde kapsamında alınan kararların icrası için gerektiğinde ilgili kişi hakkında zor kullanılabilir ve sağlık görevlilerinden gerekli tıbbi yardım alınabilir .;TÜRK MEDENİ KANUNU
basit yargılama usulüne göre karar verir .;TÜRK MEDENİ KANUNU
ilgili kişiye adli yardım sağlanır .;TÜRK MEDENİ KANUNU
ilgili kişiyi dinler ve gecikmeksizin kararını verir .;TÜRK MEDENİ KANUNU
atanma kararının kesinleşmesi üzerine vasi ile vesayet makamının görevlendireceği bir kişi tarafından , vakit geçirilmeksizin , yönetilecek malvarlığının defteri tutulur .;TÜRK MEDENİ KANUNU
altındaki kişi ayırt etme gücüne sahipse , olanak bulunduğu takdirde defter tutulurken hazır bulundurulur .;TÜRK MEDENİ KANUNU
gerektirdiği takdirde denetim makamı , vasi ve vesayet makamının isteği üzerine vesayet altındaki kişinin malvarlığının resmi defterinin tutulmasına karar verebilir .;TÜRK MEDENİ KANUNU
defter , mirastaki resmi defterin alacaklılara karşı doğurduğu sonuçları doğurur ve oradaki usul uyarınca tutulur .;TÜRK MEDENİ KANUNU
evrak , değerli eşya , önemli belge ve benzerleri , malvarlığının yönetimi bakımından bir sakınca yoksa , vesayet makamının gözetimi altında güvenli bir yere konulur .;TÜRK MEDENİ KANUNU
altındaki kişinin menfaati gerektirirse değerli şeylerin dışındaki taşınırlar , vesayet makamının vereceği talimat uyarınca , açık artırma ile satılır .;TÜRK MEDENİ KANUNU
özel durumları , taşınırın niteliğini veya değerinin azlığını göz önüne alarak pazarlıkla satışa da karar verebilir .;TÜRK MEDENİ KANUNU
altındaki kişinin kendisi veya ailesi için özel bir değer taşıyan şeyler , zorunluluk olmadıkça satılamaz .;TÜRK MEDENİ KANUNU
altındaki kişinin kendisi veya malvarlığının yönetimi için gerekli olmayan paralar , faiz getirmek üzere , vesayet makamı tarafından belirlenen milli bir bankaya yatırılır veya Hazine tarafından çıkarılan menkul kıymetlere çevrilir .;TÜRK MEDENİ KANUNU
yatırılmasını bir aydan fazla geciktiren vasi , faiz kaybını ödemekle yükümlüdür .;TÜRK MEDENİ KANUNU
kadar güven verici olmayan yatırımlar , güvenli yatırımlara dönüştürülür .;TÜRK MEDENİ KANUNU
işleminin uygun zamanda ve vesayet altındaki kişinin menfaati gözetilerek yapılması gerekir .;TÜRK MEDENİ KANUNU
"altındaki kişinin malvarlığı içinde ticari , sınai veya benzeri bir işletme varsa ; vesayet makamı , bunların işletilmesinin devamı veya tasfiyesi için gerekli talimatı verir .";TÜRK MEDENİ KANUNU
satışı , vesayet makamının talimatı uyarınca ve ancak vesayet altındaki kişinin menfaati gerekli kıldığı hallerde mümkündür .;TÜRK MEDENİ KANUNU
"vesayet makamının bu iş için görevlendireceği bir kişi tarafından vasi de hazır olduğu halde açık artırmayla yapılır ve ihale vesayet makamının onamasıyla tamam olur ; onamaya ilişkin kararın ihale gününden başlayarak on gün içinde verilmesi gerekir .";TÜRK MEDENİ KANUNU
denetim makamı , istisnai olarak özel durumları , taşınmazın niteliğini veya değerinin azlığını göz önüne alarak pazarlıkla satışa da karar verebilir .;TÜRK MEDENİ KANUNU
altındaki kişi küçük ise , vasi onun bakımı ve eğitimi için gereken önlemleri almakla yükümlüdür .;TÜRK MEDENİ KANUNU
dairelerinin yetkilerine ilişkin hükümler saklı kalmak kaydıyla , vasi bu konuda ana ve babanın yetkilerine sahiptir .;TÜRK MEDENİ KANUNU
koruma amacıyla bir kuruma yerleştirilmesine vasinin başvurusu üzerine vesayet makamı veya gecikmesinde sakınca bulunan hallerde bizzat vasi karar verir ve durumu derhal vesayet makamına bildirir .;TÜRK MEDENİ KANUNU
dışında usul ve yetkiyle ilgili konularda kısıtlı olsun veya olmasın erginlerin korunması amacıyla özgürlüklerinin kısıtlanmasına ilişkin hükümler uygulanır .;TÜRK MEDENİ KANUNU
yaşını doldurmamış çocuk bu konuda mahkemeye bizzat başvuramaz .;TÜRK MEDENİ KANUNU
kısıtlıyı korumak ve bütün kişisel işlerinde ona yardım etmekle yükümlüdür .;TÜRK MEDENİ KANUNU
sakınca bulunan hallerde vasi , koruma amacıyla özgürlüğün kısıtlanmasına ilişkin hükümlere göre kısıtlıyı bir kuruma yerleştirebilir veya orada alıkoyabilir ve durumu derhal vesayet makamına bildirir .;TÜRK MEDENİ KANUNU
dairelerinin yetkilerine ilişkin hükümler saklı kalmak kaydıyla vasi , vesayet altındaki kişiyi bütün hukuki işlemlerinde temsil eder .;TÜRK MEDENİ KANUNU
altındaki kişi adına kefil olmak , vakıf kurmak ve önemli bağışlarda bulunmak yasaktır .;TÜRK MEDENİ KANUNU
altındaki kişi görüşlerini oluşturma ve açıklama yeteneğine sahipse , vasi önemli işlerde karar vermeden önce olanak ölçüsünde , onun görüşünü almakla yükümlüdür .;TÜRK MEDENİ KANUNU
altındaki kişinin işi uygun bulmuş olması vasiyi sorumluluktan kurtarmaz .;TÜRK MEDENİ KANUNU
etme gücüne sahip olan vesayet altındaki kişi , vasinin açık veya örtülü izni veya sonraki onamasıyla yükümlülük altına girebilir veya bir haktan vazgeçebilir .;TÜRK MEDENİ KANUNU
işlem diğer tarafın belirlediği veya başvurusu üzerine hakimin belirleyeceği uygun bir süre içinde onanmazsa , diğer taraf bununla bağlı olmaktan kurtulur .;TÜRK MEDENİ KANUNU
onamadığı işlemlerde taraflardan her biri verdiğini geri isteyebilir .;TÜRK MEDENİ KANUNU
vesayet altındaki kişi , sadece kendi menfaatine harcanan veya geri isteme zamanında malvarlığında mevcut olan zenginleşme tutarıyla ya da iyiniyetli olmaksızın elden çıkarmış olduğu miktarla sorumludur .;TÜRK MEDENİ KANUNU
altındaki kişi , fiil ehliyetine sahip olduğu hususunda diğer tarafı yanıltmış ise , onun bu yüzden uğradığı zarardan sorumlu olur .;TÜRK MEDENİ KANUNU
altındaki kişiye vesayet makamı tarafından bir meslek veya sanatın yürütülmesi için izin verilmiş ise , o kişi bununla ilgili her türlü olağan işlemleri yapmaya yetkilidir ve bu tür işlemlerden dolayı bütün malvarlığı ile sorumludur .;TÜRK MEDENİ KANUNU
vesayet altındaki kişinin malvarlığını iyi bir yönetici gibi özenle yönetmek zorundadır .;TÜRK MEDENİ KANUNU
yönetimle ilgili hesap tutmak ve vesayet makamının belirlediği tarihlerde ve her halde yılda bir defa hesabı onun incelemesine sunmakla yükümlüdür .;TÜRK MEDENİ KANUNU
altındaki kişi görüşlerini oluşturma ve açıklama yeteneğine sahip ise , hesabın hakim tarafından incelenmesi sırasında olanak ölçüsünde hazır bulundurulur .;TÜRK MEDENİ KANUNU
altındaki kişi , kendi tasarrufuna bırakılmış olan mallar ile vasinin izniyle çalışarak kazandığı malları serbestçe yönetir ve kullanır .;TÜRK MEDENİ KANUNU
kural olarak iki yıl için atanır .;TÜRK MEDENİ KANUNU
makamı , bu süreyi her defasında ikişer yıl uzatabilir .;TÜRK MEDENİ KANUNU
yıl dolunca vasi , vasilikten kaçınma hakkını kullanabilir .;TÜRK MEDENİ KANUNU
vesayet altındaki kişinin malvarlığından , olanak bulunmadığı takdirde Hazineden karşılanmak üzere kendisine bir ücret verilmesini isteyebilir .;TÜRK MEDENİ KANUNU
ücret , yönetimin gerektirdiği emek ve yönetilen malvarlığının geliri göz önünde tutulmak suretiyle her hesap dönemi için vesayet makamı tarafından belirlenir .;TÜRK MEDENİ KANUNU
kimseye kayyım atanması onun fiil ehliyetini etkilemez .;TÜRK MEDENİ KANUNU
danışmanlığa ilişkin hükümler saklıdır .;TÜRK MEDENİ KANUNU
görev süresi ve ücreti vesayet makamı tarafından belirlenir .;TÜRK MEDENİ KANUNU
bir iş için görevlendirilmiş olan kayyım , vesayet makamının talimatına aynen uymak zorundadır .;TÜRK MEDENİ KANUNU
bir malvarlığının yönetimi ve gözetimi ile görevlendirilmiş ise , yalnız o malvarlığının yönetim ve korunması için gerekli olan işleri yapabilir .;TÜRK MEDENİ KANUNU
bunun dışındaki işleri yapabilmesi , temsil olunanın vereceği özel yetkiye , temsil olunan bu yetkiyi verecek durumda değilse vesayet makamının iznine bağlıdır .;TÜRK MEDENİ KANUNU
etme gücüne sahip olan vesayet altındaki kişi ve her ilgili , vasinin eylem ve işlemlerine karşı vesayet makamına şikayette bulunabilir .;TÜRK MEDENİ KANUNU
makamının kararlarına karşı tebliğ gününden başlayarak on gün içinde denetim makamına itiraz edilebilir .;TÜRK MEDENİ KANUNU
hallerde vesayet makamının izni gereklidir : Taşınmazların alımı , satımı , rehnedilmesi ve bunlar üzerinde başka bir ayni hak kurulması , Olağan yönetim ve işletme ihtiyaçları dışında kalan taşınır veya diğer hak ve değerlerin alımı , satımı , devri ve rehnedilmesi , Olağan yönetim sınırlarını aşan yapı işleri , ödünç verme ve alma , Kambiyo taahhüdü altına girme , Bir yıl veya daha uzun süreli ürün ve üç yıl veya daha uzun süreli taşınmaz kirası sözleşmeleri yapılması , Vesayet altındaki kişinin bir sanat veya meslekle uğraşması , Acele hallerde vasinin geçici önlemler alma yetkisi saklı kalmak üzere , dava açma , sulh olma , tahkim ve konkordato yapılması , Mal rejimi sözleşmeleri , mirasın paylaştırılması ve miras payının devri sözleşmeleri yapılması , Borç ödemeden aciz beyanı , 1 Vesayet altındaki kişi hakkında hayat sigortası yapılması , 1 çıraklık sözleşmesi yapılması , 1 Vesayet altındaki kişinin bir eğitim , bakım veya sağlık kurumuna yerleştirilmesi , 1 Vesayet altındaki kişinin yerleşim yerinin değiştirilmesi .;TÜRK MEDENİ KANUNU
hallerde vesayet makamının izninden sonra denetim makamının da izni gereklidir : Vesayet altındaki kişinin evlat edinmesi veya evlat edinilmesi , Vesayet altındaki kişinin vatandaşlığa girmesi veya çıkması , Bir işletmenin devralınması veya tasfiyesi , kişisel sorumluluğu gerektiren bir ortaklığa girilmesi veya önemli bir sermaye ile bir şirkete ortak olunması , ömür boyu aylık veya gelir bağlama veya ölünceye kadar bakma sözleşmeleri yapılması , Mirasın kabulü , reddi veya miras sözleşmesi yapılması , Küçüğün ergin kılınması , Vesayet altındaki kişi ile vasi arasında sözleşme yapılması .;TÜRK MEDENİ KANUNU
"makamı , vasinin belli dönemlerde vereceği rapor ve hesapları inceler ; gerekli gördüğü hallerde bunların tamamlanması veya düzeltilmesini ister .";TÜRK MEDENİ KANUNU
"makamı , rapor ve hesapları kabul veya reddeder ; gerektiğinde vesayet altındaki kişinin menfaatini korumak için uygun önlemleri alır .";TÜRK MEDENİ KANUNU
gerektiği halde vasinin yetkili vesayet dairelerinin iznini almadan yapmış olduğu işlemler , vesayet altındaki kişinin vasinin izni olmaksızın yaptığı işlem hükmündedir .;TÜRK MEDENİ KANUNU
organları ve vesayet işleriyle görevlendirilmiş olan diğer kişiler , bu görevlerini yerine getirirlerken iyi bir yönetimin gerektirdiği özeni göstermekle yükümlüdürler .;TÜRK MEDENİ KANUNU
görevini yerine getirirken kusurlu davranışıyla vesayet altındaki kişiye verdiği zarardan sorumludur .;TÜRK MEDENİ KANUNU
ve yasal danışmanlar hakkında da aynı hüküm uygulanır .;TÜRK MEDENİ KANUNU
"vesayet dairelerinde görevli olanların hukuka aykırı olarak sebebiyet verdikleri zararlardan doğrudan doğruya sorumlu olduğu gibi ; vasi , kayyım ve yasal danışmanlara tazmin ettirilemeyen zararlardan da sorumludur .";TÜRK MEDENİ KANUNU
tazmin eden Devlet , zararın meydana gelmesinde kusurlu olanlara rücu eder .;TÜRK MEDENİ KANUNU
doğmasına kusurları ile sebep olanlar , rücu hakkını kullanan Devlete karşı müteselsilen sorumludurlar .;TÜRK MEDENİ KANUNU
vesayet dairelerinde görevli kişilere karşı rücu davasına bakmaya , vesayet dairelerinin bulunduğu yere en yakın asliye mahkemesi yetkilidir .;TÜRK MEDENİ KANUNU
ilgili tazminat ve diğer rücu davaları vesayet dairelerinin bulunduğu yer asliye mahkemesinde görülür .;TÜRK MEDENİ KANUNU
üzerindeki vesayet , onun ergin olmasıyla kendiliğinden sona erer .;TÜRK MEDENİ KANUNU
mahkemece karar verilmiş ise , mahkeme aynı zamanda küçüğün hangi tarihte ergin olacağını tespit ve ilan eder .;TÜRK MEDENİ KANUNU
bağlayıcı cezaya mahkûmiyet sebebiyle kısıtlı bulunan kişi üzerindeki vesayet , hapis halinin sona ermesiyle kendiliğinden ortadan kalkar .;TÜRK MEDENİ KANUNU
kısıtlılar üzerindeki vesayet , yetkili vesayet makamının kararıyla sona erer .;TÜRK MEDENİ KANUNU
gerektiren sebebin ortadan kalkması üzerine vesayet makamı vesayetin sona ermesine karar verir .;TÜRK MEDENİ KANUNU
ve ilgililerden her biri , vesayetin kaldırılması isteminde bulunabilir .;TÜRK MEDENİ KANUNU
ilan edilmişse , kaldırılması da ilan olunur .;TÜRK MEDENİ KANUNU
ehliyetinin yeniden kazanılması , ilanın yapılmasına bağlı değildir .;TÜRK MEDENİ KANUNU
hastalığı veya akıl zayıflığı yüzünden kısıtlanmış olan kişi üzerindeki vesayetin kaldırılmasına , ancak kısıtlama sebebinin ortadan kalkmış olduğunun resmi sağlık kurulu raporu ile belirlenmesi halinde karar verilebilir .;TÜRK MEDENİ KANUNU
alkol veya uyuşturucu Madde bağımlılığı , kötü yaşama tarzı veya malvarlığını kötü yönetmesi sebebiyle kısıtlanmış olan kişinin vesayetin kaldırılmasını isteyebilmesi , en az bir yıldan beri vesayet altına alınmasını gerektiren sebeple ilgili olarak bir şikayete meydan vermemiş olmasına bağlıdır .;TÜRK MEDENİ KANUNU
isteğiyle kısıtlanmış olan kişi üzerindeki vesayetin kaldırılması , kısıtlamayı gerektiren sebebin ortadan kalkmasına bağlıdır .;TÜRK MEDENİ KANUNU
kayyımlığı , kayyımın yapmakla görevlendirildiği işin bitirilmesiyle sona erer .;TÜRK MEDENİ KANUNU
kayyımlığı , kayyımın atanmasını gerektiren sebebin ortadan kalkması veya kayyımın görevden alınmasıyla sona erer .;TÜRK MEDENİ KANUNU
danışmanlık , vesayetin kaldırılmasına ilişkin hükümler uyarınca vesayet makamının kararıyla sona erer .;TÜRK MEDENİ KANUNU
ilan edilmiş olması veya vesayet makamının gerekli görmesi hallerinde , kayyımlığın sona erdiği de ilan olunur .;TÜRK MEDENİ KANUNU
görevi , vasinin fiil ehliyetini yitirmesi veya ölümüyle sona erer .;TÜRK MEDENİ KANUNU
görevi , uzatılmadığı takdirde , sürenin dolmasıyla sona erer .;TÜRK MEDENİ KANUNU
vasiliğe engel bir sebebin ortaya çıkması halinde görevinden çekilmek zorundadır .;TÜRK MEDENİ KANUNU
"bir kaçınma sebebi ortaya çıktığı takdirde sürenin bitiminden önce görevinden alınmasını isteyebilir ; ancak , önemli sebeplerin varlığı halinde görevine devam etmek zorundadır .";TÜRK MEDENİ KANUNU
sona eren vasi , yenisi göreve başlayıncaya kadar zorunlu işleri yapmakla yükümlüdür .;TÜRK MEDENİ KANUNU
görevini ağır surette savsaklar , yetkilerini kötüye kullanır veya güveni sarsıcı davranışlarda bulunur ya da borç ödemede acze düşerse , vesayet makamı tarafından görevden alınır .;TÜRK MEDENİ KANUNU
görevini yapmakta yetersizliği sebebiyle vesayet altındaki kişinin menfaatleri tehlikeye düşerse , vesayet makamı kusuru olmasa bile vasiyi görevden alabilir .;TÜRK MEDENİ KANUNU
etme gücüne sahip olan vesayet altındaki kişi veya her ilgili , vasinin görevden alınmasını isteyebilir .;TÜRK MEDENİ KANUNU
alınmayı gerektiren sebebin varlığını başka bir yoldan öğrenen vesayet makamı , vasiyi re'sen görevden almakla yükümlüdür .;TÜRK MEDENİ KANUNU
makamı , ancak gerekli araştırmayı yaptıktan ve vasiyi dinledikten sonra onu görevden alabilir .;TÜRK MEDENİ KANUNU
makamı , ağır olmayan hallerde vasiye görevden alınacağı konusunda uyarıda bulunur .;TÜRK MEDENİ KANUNU
"tehlike bulunan hallerde vesayet makamı , vasiye geçici olarak işten el çektirip bir kayyım atayabileceği gibi ; gerekirse muhtemel zararı göz önünde bulundurarak vasinin mallarına ihtiyati haciz koyabilir ve tutuklanmasını da isteyebilir .";TÜRK MEDENİ KANUNU
makamı , görevden alma ve uyarıda bulunmanın yanı sıra , vesayet altındaki kişinin korunması için gerekli diğer önlemleri de almakla yükümlüdür .;TÜRK MEDENİ KANUNU
vesayet makamının kararlarına karşı , tebliğ gününden başlayarak on gün içinde denetim makamına itiraz edebilirler .;TÜRK MEDENİ KANUNU
makamı , gerektiğinde duruşma da yaparak bu itirazı kesin karara bağlar .;TÜRK MEDENİ KANUNU
"sona eren vasi , yönetimle ilgili son raporu ve kesin hesabı vesayet makamına vermekle yükümlü olduğu gibi ; malvarlığını vesayet altındaki kişiye , mirasçılarına veya yeni vasiye teslim edilmek üzere hazır bulundurmak zorundadır .";TÜRK MEDENİ KANUNU
rapor ve kesin hesap belli zamanlarda verilen rapor ve hesaplar gibi vesayet makamı tarafından incelenir ve onaylanır .;TÜRK MEDENİ KANUNU
rapor ve kesin hesap onaylandıktan ve malvarlığı vesayet altındaki kişiye , mirasçılarına veya yeni vasiye teslim edildikten sonra , vesayet makamı vasinin görevinin sona erdiğine karar verir .;TÜRK MEDENİ KANUNU
makamı , son rapor ve kesin hesabın onaylanması veya reddi konusundaki kararı ile birlikte kesin hesabı vesayet altındaki kişiye , mirasçılarına veya yeni vasiye , tazminat davası açma hakları bulunduğunu da belirtmek suretiyle tebliğ eder .;TÜRK MEDENİ KANUNU
tebliğde vasinin görevine son verildiği de belirtilir .;TÜRK MEDENİ KANUNU
vasi ve kayyıma karşı açılacak tazminat davası kesin hesabın tebliğ edildiği tarihten başlayarak bir yıl geçmekle zamanaşımına uğrar .;TÜRK MEDENİ KANUNU
ettirilemeyen zararlar için Devlete karşı açılacak tazminat davasının zamanaşımı süresi , zararın vasi , kayyım ve yasal danışmana tazmin ettirilemeyeceğinin anlaşılmasından başlayarak bir yıldır .;TÜRK MEDENİ KANUNU
dairelerinde görevli olanların sebebiyet verdikleri zararlardan dolayı Devlete karşı açılacak davaların zamanaşımı genel hükümlere tabidir .;TÜRK MEDENİ KANUNU
rücu davası , rücu hakkının doğumunun üzerinden bir yıl geçmekle zamanaşımına uğrar .;TÜRK MEDENİ KANUNU
zamanaşımı süresi işlemeye başlamadan önce zarar gören tarafından bilinmesi veya anlaşılması olanağı bulunmayan bir hesap yanlışlığına veya bir sorumluluk sebebine dayanan tazminat davası , hesap yanlışlığının veya sorumluluk sebebinin öğrenilmesinden başlayarak bir yıl içinde açılabilir .;TÜRK MEDENİ KANUNU
doğan tazminat davaları , her halde kesin hesabın tebliğinin üzerinden on yıl geçmekle zamanaşımına uğrar .;TÜRK MEDENİ KANUNU
altındaki kişinin vasi veya Devlete karşı alacakları imtiyazlı alacaktır .;TÜRK MEDENİ KANUNU
birinci derece mirasçıları , onun altsoyudur .;TÜRK MEDENİ KANUNU
önce ölmüş olan çocukların yerini , her derecede halefiyet yoluyla kendi altsoyları alır .;TÜRK MEDENİ KANUNU
bulunmayan mirasbırakanın mirasçıları , ana ve babasıdır .;TÜRK MEDENİ KANUNU
eşit olarak mirasçıdırlar .;TÜRK MEDENİ KANUNU
önce ölmüş olan ana ve babanın yerlerini , her derecede halefiyet yoluyla kendi altsoyları alır .;TÜRK MEDENİ KANUNU
tarafta hiç mirasçı bulunmadığı takdirde , bütün miras diğer taraftaki mirasçılara kalır .;TÜRK MEDENİ KANUNU
ana ve babası ve onların altsoyu bulunmayan mirasbırakanın mirasçıları , büyük ana ve büyük babalarıdır .;TÜRK MEDENİ KANUNU
eşit olarak mirasçıdırlar .;TÜRK MEDENİ KANUNU
önce ölmüş olan büyük ana ve büyük babaların yerlerini , her derecede halefiyet yoluyla kendi altsoyları alır .;TÜRK MEDENİ KANUNU
veya baba tarafından olan büyük ana ve büyük babalardan biri altsoyu bulunmaksızın mirasbırakandan önce ölmüşse , ona düşen pay aynı taraftaki mirasçılara kalır .;TÜRK MEDENİ KANUNU
veya baba tarafından olan büyük ana ve büyük babaların ikisi de altsoyları bulunmaksızın mirasbırakandan önce ölmüşlerse , bütün miras diğer taraftaki mirasçılara kalır .;TÜRK MEDENİ KANUNU
"kalan eş varsa , büyük ana ve büyük babalardan birinin mirasbırakandan önce ölmüş olması halinde , payı kendi çocuğuna ; çocuğu yoksa o taraftaki büyük ana ve büyük babaya ; bir taraftaki büyük ana ve büyük babanın her ikisinin de ölmüş olmaları halinde onların payları diğer tarafa geçer .";TÜRK MEDENİ KANUNU
dışında doğmuş ve soybağı , tanıma veya hakim hükmüyle kurulmuş olanlar , baba yönünden evlilik içi hısımlar gibi mirasçı olurlar .;TÜRK MEDENİ KANUNU
kalan eş , birlikte bulunduğu zümreye göre mirasbırakana aşağıdaki oranlarda mirasçı olur : Mirasbırakanın altsoyu ile birlikte mirasçı olursa , mirasın dörtte biri , Mirasbırakanın ana ve baba zümresi ile birlikte mirasçı olursa , mirasın yarısı , Mirasbırakanın büyük ana ve büyük babaları ve onların çocukları ile birlikte mirasçı olursa , mirasın dörtte üçü , bunlar da yoksa mirasın tamamı eşe kalır .;TÜRK MEDENİ KANUNU
ve altsoyu , evlat edinene kan hısımı gibi mirasçı olurlar .;TÜRK MEDENİ KANUNU
kendi ailesindeki mirasçılığı da devam eder .;TÜRK MEDENİ KANUNU
edinen ve hısımları , evlatlığa mirasçı olmazlar .;TÜRK MEDENİ KANUNU
bırakmaksızın ölen kimsenin mirası Devlete geçer .;TÜRK MEDENİ KANUNU
yapabilmek için ayırt etme gücüne sahip ve onbeş yaşını doldurmuş olmak gerekir .;TÜRK MEDENİ KANUNU
sözleşmesi yapabilmek için ayırt etme gücüne sahip ve ergin olmak , kısıtlı bulunmamak gerekir .;TÜRK MEDENİ KANUNU
yanılma , aldatma , korkutma veya zorlama etkisi altında yaptığı ölüme bağlı tasarruf geçersizdir .;TÜRK MEDENİ KANUNU
mirasbırakan yanıldığını veya aldatıldığını öğrendiği ya da korkutma veya zorlamanın etkisinden kurtulduğu günden başlayarak bir yıl içinde tasarruftan dönmediği takdirde tasarruf geçerli sayılır .;TÜRK MEDENİ KANUNU
bağlı tasarrufta kişinin veya şeyin belirtilmesinde açık yanılma halinde mirasbırakanın gerçek arzusu kesin olarak tespit edilebilirse , tasarruf bu arzuya göre düzeltilir .;TÜRK MEDENİ KANUNU
öZGÜRLÜƒûÜ Mirasçı olarak altsoyu , ana ve babası veya eşi bulunan miras bırakan , mirasının saklı paylar dışında kalan kısmında ölüme bağlı tasarrufta bulunabilir .;TÜRK MEDENİ KANUNU
mirasçılardan hiç biri yoksa , mirasbırakan mirasının tamamında tasarruf edebilir .;TÜRK MEDENİ KANUNU
pay aşağıdaki oranlardan ibarettir : Altsoy için yasal miras payının yarısı , Ana ve babadan her biri için yasal miras payının dörtte biri , Sağ kalan eş için , altsoy veya ana ve baba zümresiyle birlikte mirasçı olması halinde yasal miras payının tamamı , diğer hallerde yasal miras payının dörtte üçü .;TÜRK MEDENİ KANUNU
edilebilir kısım , terekenin mirasbırakanın ölümü günündeki durumuna göre hesaplanır .;TÜRK MEDENİ KANUNU
yapılırken , mirasbırakanın borçları , cenaze giderleri , terekenin mühürlenmesi ve yazımı giderleri , mirasbırakan ile birlikte yaşayan ve onun tarafından bakılan kimselerin üç aylık geçim giderleri terekeden indirilir .;TÜRK MEDENİ KANUNU
sağlararası karşılıksız kazandırmaları , tenkise tabi oldukları ölçüde , tasarruf edilebilir kısmın hesabında terekeye eklenir .;TÜRK MEDENİ KANUNU
kendi ölümünde ödenmek üzere üçüncü kişi lehine hayat sigortası sözleşmesi yapması veya böyle bir kişiyi sonradan lehdar olarak tayin etmesi ya da sigortacıya karşı olan istem hakkını sağlararası veya ölüme bağlı tasarrufla karşılıksız olarak üçüncü kişiye devretmesi halinde , sigorta alacağının mirasbırakanın ölümü zamanındaki satın alma değeri terekeye eklenir .;TÜRK MEDENİ KANUNU
